Notes,State of Residence,State of Residence Code,2023 Metro/Nonmetro,2023 Metro/Nonmetro Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Source of Payment for Delivery,Source of Payment for Delivery Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Births
,Colorado,8,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,3679
,Colorado,8,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,15
,Colorado,8,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,114
,Colorado,8,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,7922
,Colorado,8,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,179
,Colorado,8,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,296
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,At least one checked,0,21
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,1005
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,22
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,995
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,Unknown or Not Stated,9,11
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,146
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,56
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Other,4,Unknown or Not Stated,9,18
,Colorado,8,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,35
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,99
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,4963
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,51
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,2190
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,14
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,501
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,220
,Colorado,8,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,54
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,90
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,4913
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,175
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,8360
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,15
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1051
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,240
,Colorado,8,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,87
,Colorado,8,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,170
,Colorado,8,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,107
,Colorado,8,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,27
,Colorado,8,Nonmetro,Nonmetro,Unknown or Not Stated,9,Other,4,None checked,1,11
,Colorado,8,Nonmetro,Nonmetro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,14
,Connecticut,9,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,171
,Connecticut,9,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,10138
,Connecticut,9,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,74
,Connecticut,9,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,4035
,Connecticut,9,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,93
,Connecticut,9,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,178
,Connecticut,9,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,168
,Connecticut,9,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,9339
,Connecticut,9,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,531
,Connecticut,9,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,24908
,Connecticut,9,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,338
,Connecticut,9,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,739
,Connecticut,9,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,15
,Connecticut,9,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,21
,Connecticut,9,Not Available,9,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,188
,Connecticut,9,Not Available,9,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,14237
,Connecticut,9,Not Available,9,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,72
,Connecticut,9,Not Available,9,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,4931
,Connecticut,9,Not Available,9,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,196
,Connecticut,9,Not Available,9,Hispanic or Latino,2135-2,Other,4,None checked,1,222
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,186
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,13585
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,574
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,33536
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,514
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,23
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Other,4,None checked,1,796
,Connecticut,9,Not Available,9,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,12
,Connecticut,9,Not Available,9,Unknown or Not Stated,9,Medicaid,1,None checked,1,10
,Connecticut,9,Not Available,9,Unknown or Not Stated,9,Private Insurance,2,None checked,1,25
,Delaware,10,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,148
,Delaware,10,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,3045
,Delaware,10,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,59
,Delaware,10,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1467
,Delaware,10,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,28
,Delaware,10,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,181
,Delaware,10,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,38
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,315
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,7491
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,14
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,661
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,12775
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,24
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,414
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,27
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,742
,Delaware,10,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,59
,Delaware,10,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,59
,Delaware,10,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,48
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,53
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,1793
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,11
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,325
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,109
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,13
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,243
,Delaware,10,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,19
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,65
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,2145
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,61
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,3225
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,139
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,10
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,314
,Delaware,10,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,36
,Delaware,10,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,13
,District of Columbia,11,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,46
,District of Columbia,11,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,2790
,District of Columbia,11,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,28
,District of Columbia,11,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1332
,District of Columbia,11,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,115
,District of Columbia,11,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,263
,District of Columbia,11,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,42
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,143
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,8514
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,308
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,11637
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,217
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,14
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,609
,District of Columbia,11,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,82
,District of Columbia,11,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,55
,District of Columbia,11,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,60
,District of Columbia,11,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,18
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,804
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,112874
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,430
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,882
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,119490
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,Unknown or Not Stated,9,634
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,202
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,21349
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,Unknown or Not Stated,9,97
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,71
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,5819
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Other,4,Unknown or Not Stated,9,25
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,At least one checked,0,14
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,1390
,Florida,12,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,Unknown or Not Stated,9,237
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,1521
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,170801
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,984
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,3031
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,270514
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,1681
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,228
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,21265
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,84
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,130
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,10971
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,57
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,18
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,1944
,Florida,12,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,689
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,At least one checked,0,13
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,883
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,Unknown or Not Stated,9,24
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,14
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,1500
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,Unknown or Not Stated,9,32
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,152
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,27
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Other,4,Unknown or Not Stated,9,10
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,99
,Florida,12,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,50
,Florida,12,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,36
,Florida,12,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,3678
,Florida,12,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,11
,Florida,12,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1589
,Florida,12,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,572
,Florida,12,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,52
,Florida,12,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,58
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,87
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,9847
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,31
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,58
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,7198
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,14
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,612
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,158
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,84
,Florida,12,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,18
,Florida,12,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,14
,Florida,12,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,15
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,316
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,27938
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,213
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,19410
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,152
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,18636
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,Unknown or Not Stated,9,10
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,44
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,3532
,Georgia,13,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,75
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,1323
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,111892
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,29
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,2362
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,146822
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,23
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,108
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,11036
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,14
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,236
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,16943
,Georgia,13,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,238
,Georgia,13,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,645
,Georgia,13,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,16
,Georgia,13,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,693
,Georgia,13,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,282
,Georgia,13,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,103
,Georgia,13,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,62
,Georgia,13,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,18
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,76
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,4280
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,39
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,2042
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,66
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,3057
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,11
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,631
,Georgia,13,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,14
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,490
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,33836
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,55
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,366
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,22300
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,20
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,45
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1786
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,61
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,3677
,Georgia,13,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,55
,Georgia,13,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,128
,Georgia,13,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,74
,Georgia,13,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,34
,Georgia,13,Nonmetro,Nonmetro,Unknown or Not Stated,9,Other,4,None checked,1,25
,Hawaii,15,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,11
,Hawaii,15,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,2176
,Hawaii,15,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,15
,Hawaii,15,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,2367
,Hawaii,15,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,172
